Index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3753,MG Hector Smart DCT,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 CC,141,250Nm@ 1600-3600rpm,5
3754,Maruti Ertiga VDI,2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
3755,Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3756,Maruti Baleno Sigma 1.3,2015,562000,60000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3757,Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,83.1,250Nm@ 1600-2000rpm,7
3758,Mitsubishi Lancer 2.0 LXd,1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68,"12.5@ 3,000(kgm@ rpm)",5
3759,Maruti Swift VDI BSIV,2009,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,
3760,Ford Fiesta 1.5 TDCi Titanium,2015,590000,80000,Diesel,Individual,Manual,First Owner,25.01 kmpl,1498 CC,89.75,204Nm@ 2000-2750rpm,5
3761,Hyundai Xcent 1.1 CRDi S,2016,350000,120000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71,180.4Nm@ 1750-2500rpm,5
3762,Maruti Ignis 1.2 Zeta BSIV,2017,484999,30000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3763,Tata Indica Vista TDI LS,2015,240000,110000,Diesel,Individual,Manual,Second Owner,19.1 kmpl,1405 CC,70,135.4Nm@ 2500rpm,5
3764,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,219000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
3765,Maruti Alto 800 LXI,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
3766,Maruti Ciaz RS ZDi Plus SHVS,2016,750000,80000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3767,Maruti Swift Dzire VXI,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14,115Nm@ 4000rpm,5
3768,Tata Indica Vista Quadrajet 90 VX,2013,200000,167000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,88.8,200Nm@ 1750-3000rpm,5
3769,Hyundai Creta 1.6 CRDi SX Option,2016,1100000,94000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2,259.9Nm@ 1900-2750rpm,5
3770,Hyundai Santro Xing GL Plus,2012,350000,80000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1,96.1Nm@ 3000rpm,5
3771,Maruti 800 DX,1998,70000,100000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
3772,Ford Ikon 1.3 Flair,2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8 kmpl,1299 CC,70,"10.7@ 2,500(kgm@ rpm)",5
3773,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,700000,246000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100,200Nm@ 1400-3400rpm,7
3774,Maruti Baleno Sigma 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
3775,Tata Indigo CS LS (TDI) BS-III,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01,135Nm@ 2500rpm,5
3776,Tata Tigor 2017-2020 XZ Plus,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,83.81,114Nm@ 3500rpm,5
3777,Maruti Zen LX - BS III,2006,100000,120000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60,78Nm@ 4500rpm,5
3778,Maruti Swift VDI,2013,409999,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3779,Honda City i VTEC CVT SV,2016,750000,50000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.3,145Nm@ 4600rpm,5
3780,Hyundai Grand i10 1.2 Kappa Asta,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86,113.75nm@ 4000rpm,5
3781,Mahindra KUV 100 G80 K8 Dual Tone,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82,115Nm@ 3500-3600rpm,6
3782,Renault Duster 110PS Diesel RxZ,2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45,245Nm@ 1750rpm,5
3783,Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,8
3784,Mahindra XUV500 W8 2WD,2014,750000,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
3785,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,650000,40000,Petrol,Individual,Manual,First Owner,11.7 kmpl,1796 CC,178,"24.5@ 3,500-4,500(kgm@ rpm)",5
3786,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4,140Nm@ 4400rpm,5
3787,Toyota Corolla Altis 1.8 J,2010,350000,60000,Petrol,Individual,Manual,Second Owner,14.53 kmpl,1798 CC,138,173Nm@ 4000rpm,5
3788,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,700000,25000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4,140Nm@ 4400rpm,5
3789,Maruti Swift Dzire ZXi,2011,335000,15000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8,114Nm@ 4000rpm,5
3790,Maruti Swift Dzire LDi,2012,270000,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
3791,Hyundai Santro GLS I - Euro II,2001,52000,70000,Petrol,Individual,Manual,Second Owner,,,,,
3792,Maruti Swift Dzire ZDi,2010,320000,100000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
3793,Hyundai Santro Xing XS,2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1086 CC,63,"9.8@ 3,000(kgm@ rpm)",5
3794,Audi A4 1.8 TFSI,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3 kmpl,1781 CC,163.2,"22.9@ 1,950-4,700(kgm@ rpm)",5
3795,Maruti SX4 Vxi BSIII,2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1586 CC,104.68,"145@ 4,100(kgm@ rpm)",5
3796,Maruti Zen Estilo 1.1 LXI BSIII,2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64,84Nm@ 3500rpm,5
3797,Maruti Alto 800 LXI,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
3798,Maruti Swift Dzire VDI,2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3799,Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9,111.7Nm@ 4000rpm,5
3800,Hyundai i20 Active 1.2 SX Dual Tone,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86,114.73Nm@ 4000rpm,5
3801,Maruti Eeco 7 Seater Standard BSIV,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73,101Nm@ 3000rpm,7
3802,Toyota Glanza G Smart Hybrid,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87 kmpl,1197 CC,88.5,113Nm@ 4400rpm,5
3803,Maruti 800 AC,2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
3804,Hyundai Grand i10 Asta,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
3805,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100,200Nm@ 1400-3400rpm,8
3806,Maruti Wagon R LX BSIII,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,1061 CC,64,"8.6@ 3,500(kgm@ rpm)",5
3807,Hyundai i10 Era 1.1,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05,99.04Nm@ 4500rpm,5
3808,Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115,277.5Nm@ 1700-2200rpm,5
3809,Nissan Terrano XL 110 PS,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5,248Nm@ 2250rpm,5
3810,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63,180Nm@ 1440-1500rpm,9
3811,Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82,187Nm@ 2500rpm,5
3812,Toyota Fortuner 2.8 4WD AT BSIV,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5,450Nm@ 1600-2400rpm,7
3813,Hyundai Santro LE,2002,35000,184000,Petrol,Individual,Manual,Second Owner,,,,,
3814,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3815,Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80,103Nm@ 4500rpm,8
3816,Mahindra Scorpio VLS 2.2 mHawk,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,7
3817,Toyota Etios VD,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05,170Nm@ 1800-2400rpm,5
3818,Hyundai EON Era Plus,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
3819,Opel Astra 1.6,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1598 CC,77,121Nm@ 2800rpm,5
3820,Skoda Octavia Classic 1.9 TDI MT,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7 kmpl,1896 CC,66,210 / 1900,5
3821,Tata Indigo LS,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
3822,Mercedes-Benz M-Class ML 250 CDI,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26 kmpl,2143 CC,203.2,500Nm@ 1600-1800rpm,5
3823,Tata Sumo Gold EX,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3 kmpl,2956 CC,83.83,250Nm@ 1000-2000rpm,7
3824,Mercedes-Benz GLA Class 200 CDI,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9 kmpl,2143 CC,136,300Nm@ 1600-3000rpm,5
3825,Ford Ecosport 1.5 DV5 MT Titanium,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84,204Nm@ 2000-2750rpm,5
3826,Maruti Swift VDI Windsong Limited edition,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
3827,Skoda Octavia Elegance 1.8 TSI AT,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7 kmpl,1798 CC,177.5,250Nm@ 1250-5000rpm,5
3828,Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
3829,Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,88.76,219.6Nm@ 1750-2750rpm,5
3830,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27 kmpl,1498 CC,108.6,250Nm@ 1500-3000rpm,5
3831,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38 kmpl,1995 CC,183,400Nm@ 175-2750rpm,5
3832,Renault KWID AMT RXL,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04 kmpl,999 CC,67,91Nm@ 4250rpm,5
3833,Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01 kmpl,999 CC,67,91Nm@ 4250rpm,5
3834,Maruti Wagon R VXI Opt 1.2,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3835,Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9 kmpl,624 CC,37.48,51Nm@ 4000rpm,4
3836,Hyundai Verna 1.6 SX,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32,259.8Nm@ 1900-2750rpm,5
3837,BMW 3 Series 320d Luxury Line,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1995 CC,187.74,400Nm@ 1750-2500rpm,5
3838,Volkswagen Passat 2.0 TDI AT Highline,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42 kmpl,1968 CC,175,350Nm@ 1500-3500rpm,5
3839,Maruti Wagon R VXI 1.2,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3840,Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0 kmpl,2148 CC,170,400Nm@ 1400-2800rpm,5
3841,Ford Figo Titanium Diesel,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1499 CC,98.96,215Nm@ 1750-2500rpm,5
3842,Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1497 CC,108.5,260Nm@ 1500-2750rpm,5
3843,Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94,320Nm@ 1500-3000rpm,7
3844,Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3 kmpl,1956 CC,170,350Nm@ 1750-2500rpm,5
3845,Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24 kmpl,999 CC,108.6,175nm@ 1750-4000rpm,5
3846,Maruti Swift Dzire VXI,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
3847,Maruti Alto LXi,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
3848,Ford Figo 1.2P Titanium Opt MT,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8,112Nm@ 4000rpm,5
3849,Maruti Alto LXi,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
3850,Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5,250Nm@ 1500-2500rpm,5
3851,Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1498 CC,103.52,250Nm@ 1500-2500rpm,5
3852,Tata Safari DICOR 2.2 LX 4x2,2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03,320Nm@ 1700-2700rpm,7
3853,Mahindra Scorpio LX BSIV,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,9
3854,Maruti Vitara Brezza ZDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3855,Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67,90Nm@ 3500rpm,5
3856,Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83,114.7Nm@ 4000rpm,5
3857,Hyundai Santro Xing GLS,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1,96.1Nm@ 3000rpm,5
3858,Mahindra Scorpio VLX 2WD BSIV,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,8
3859,Toyota Etios V,2011,270000,167000,Petrol,Individual,Manual,First Owner,,,,,
3860,Maruti Wagon R LXI BS IV,2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
3861,Chevrolet Sail Hatchback Diesel,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9,205Nm@ 1750rpm,5
3862,Maruti Alto 800 VXI,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
3863,Tata Indica GLS BS IV,2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1193 CC,65.3,102Nm@ 2600rpm,5
3864,Maruti Swift VDI BSIV,2006,150000,80000,Diesel,Individual,Manual,First Owner,,,,,
3865,Hyundai Santro Xing XL,2006,95000,60898,Petrol,Individual,Manual,First Owner,,,,,
3866,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3867,Hyundai i20 1.4 Magna AT,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63,132.3Nm@ 4000rpm,5
3868,Maruti Alto 800 VXI,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
3869,Maruti Ertiga SHVS ZDI Plus,2017,850000,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
3870,Maruti Swift ZDi,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3871,Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7,130Nm@ 4000rpm,7
3872,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
3873,Maruti Wagon R LXI BSIII,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
3874,Maruti Swift Dzire VDI,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3875,Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75,200Nm@ 1400-2200rpm,8
3876,Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,655000,50000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75,200Nm@ 1400-2200rpm,9
3877,Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7 kmpl,1948 CC,68,115@ 2500(kgm@ rpm),7
3878,Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45,248Nm@ 2250rpm,5
3879,Maruti Swift 1.3 LXI,2007,250000,60000,Petrol,Individual,Manual,Third Owner,,,,,
3880,Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
3881,Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1,100Nm@ 2700rpm,5
3882,Hyundai Grand i10 Sportz,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
3883,Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05,104Nm@ 4000rpm,5
3884,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1086 CC,68,99Nm@ 4500rpm,5
3885,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96,205Nm@ 1750-3250rpm,5
3886,Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70,195Nm@ 1400-2200rpm,7
3887,Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
3888,Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
3889,Hyundai i20 Sportz 1.4 CRDi,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
3890,Ford Figo 1.5P Titanium AT,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4,136Nm@ 4250rpm,5
3891,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5 kmpl,1586 CC,103.3,145Nm@ 4100rpm,5
3892,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96,205Nm@ 1750-3250rpm,5
3893,Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
3894,Hyundai i20 1.4 Asta,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
3895,Maruti Wagon R VXI BS IV,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
3896,Maruti Ciaz 1.4 Alpha,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1,130Nm@ 4000rpm,5
3897,Chevrolet Spark 1.0 LT,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62,90.3Nm@ 4200rpm,5
3898,Maruti Alto K10 2010-2014 VXI,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
3899,Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
3900,Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105,247Nm@ 1800-2000rpm,6
3901,Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120,280Nm@ 1800-2800rpm,7
3902,Hyundai EON Era Plus,2015,250999,43000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
3903,Tata Manza Aqua Safire,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1368 CC,90,116Nm@ 4750rpm,5
3904,Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7 kmpl,1172 CC,67,96Nm@ 2500rpm,5
3905,Maruti Swift VXI Optional,2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3906,Renault Duster 85PS Diesel STD,2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8,200Nm@ 1750rpm,5
3907,Renault Duster 85PS Diesel RxL Optional,2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8,200Nm@ 1900rpm,5
3908,Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67,90Nm@ 3500rpm,5
3909,Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67,90Nm@ 3500rpm,5
3910,Tata Indigo LX,2007,150000,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
3911,Tata Bolt Quadrajet XM,2017,600000,50000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74,190Nm@ 1750-3000rpm,5
3912,Hyundai Xcent 1.1 CRDi SX Option,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71,180.4Nm@ 1750-2500rpm,5
3913,Tata Zest Quadrajet 1.3 Anniversary Edition,2015,425000,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7,200Nm@ 1750-3000rpm,5
3914,Hyundai Accent DLS,2003,108000,200000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82,187Nm@ 2500rpm,5
3915,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1030000,190000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1400-3400rpm,7
3916,Maruti Wagon R VXI Optional,2015,360000,34000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
3917,Volkswagen Polo Petrol Comfortline 1.2L,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47 kmpl,1198 CC,73.9,110Nm@ 3750rpm,5
3918,Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9 kmpl,1527 CC,57,96Nm@ 2500rpm,5
3919,Tata Sumo CX,2012,320000,70000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.8,250Nm@ 1000-2000rpm,7
3920,Hyundai Verna 1.6 SX CRDi (O),2014,755000,29340,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32,259.8Nm@ 1900-2750rpm,5
3921,Ford Figo Diesel LXI,2011,215000,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
